step,loss,acc
0,3.2587921619415283,0.0
100,3.2494022846221924,0.0
200,3.0591225624084473,0.1145000085234642
300,2.7470147609710693,0.08800000697374344
400,2.83621883392334,0.13300000131130219
500,2.2779808044433594,0.11500000208616257
600,2.7875685691833496,0.19600000977516174
700,2.24058198928833,0.15650001168251038
800,2.4161150455474854,0.08350000530481339
900,2.444312810897827,0.07050000131130219
1000,2.0367448329925537,0.19050000607967377
1100,2.521442174911499,0.18300001323223114
1200,2.1971352100372314,0.18250000476837158
1300,2.1490933895111084,0.1835000067949295
1400,1.9690860509872437,0.1980000138282776
1500,2.316422700881958,0.20750001072883606
1600,2.4173309803009033,0.20350000262260437
1700,1.628798484802246,0.24150000512599945
1800,1.8351489305496216,0.2510000169277191
1900,2.431849241256714,0.20800000429153442
2000,2.2795095443725586,0.21850000321865082
2100,2.0641417503356934,0.1860000044107437
2200,1.8746190071105957,0.25050002336502075
2300,2.219289779663086,0.1720000058412552
2400,1.9077963829040527,0.2225000113248825
2500,1.8037906885147095,0.28550001978874207
2600,2.125532388687134,0.1925000101327896
2700,1.98172128200531,0.25699999928474426
2800,2.077863931655884,0.26750001311302185
2900,1.881788969039917,0.24700000882148743
3000,1.954326868057251,0.25600001215934753
3100,1.7133222818374634,0.26900002360343933
3200,2.22230863571167,0.2370000183582306
3300,1.8309471607208252,0.22850000858306885
3400,2.0579886436462402,0.23350000381469727
3500,2.1511924266815186,0.2565000057220459
3600,1.884127140045166,0.3230000138282776
3700,1.980010986328125,0.25200000405311584
3800,1.867208480834961,0.31050002574920654
